user_name,user_location,user_friend_count,user_review_count,user_elite,user_yelp_age,user_review_votes,user_url,user_5star,user_4star,user_3star,user_2star,user_1star
Janis W.,"North Hollywood, Los Angeles, CA",24,11,0,4/1/2013,2,https://www.yelp.com/user_details?userid=2V-MtS-KcgRzpJP0LtPN1A,2,5,3,0,1
Eric D.,"Carmichael, CA",2,18,0,7/1/2011,31,https://www.yelp.com/user_details?userid=6l8SaBbYjnQoCGn4sSJHug,2,13,0,0,3
Darling N.,"Oakland, CA",11,76,0,3/1/2008,284,https://www.yelp.com/user_details?userid=11KcGhdMw8syT63s8gz0sA,18,26,15,12,5
Allison L.,"Sacramento, CA",372,340,1,7/1/2010,4183,https://www.yelp.com/user_details?userid=ex3S55NOPGc-ZSrgOy_DCg,49,118,104,57,12
Jack H.,"Sacramento, CA",0,5,0,9/1/2014,13,https://www.yelp.com/user_details?userid=6Omy0lYuDlc7VKlDOxyQ1w,3,0,0,1,1
Sue C.,"Sacramento, CA",75,13,0,12/1/2007,17,https://www.yelp.com/user_details?userid=ecsz0YxugA-UHFyepovCQQ,11,0,0,0,2
Anna S.,"Sacramento, CA",4,4,0,1/1/2015,4,https://www.yelp.com/user_details?userid=Mfg2OS8mJKfBdTg2uh7t3A,3,0,0,1,0
Freddy A.,"North Sacramento, Sacramento, CA",82,1,0,8/1/2017,0,https://www.yelp.com/user_details?userid=IqBUGw3xKOUUOZLCRvkv8g,0,0,0,0,0
onnestie y.,"Sacramento, CA",76,15,0,1/1/2009,14,https://www.yelp.com/user_details?userid=0qEFAogKt3bTHT6k2-52ww,7,2,1,0,5
Ina S.,"Sacramento, CA",3,213,0,9/1/2014,105,https://www.yelp.com/user_details?userid=E75_XrDMCYqkBcyvevCS9Q,213,0,0,0,0
Noc Brutally honest according to DV" F.","Austin, TX",283,232,1,12/1/2006,599,https://www.yelp.com/user_details?userid=APsdIQafDgkg73PCAQcTBw,89,56,33,18,36
Thomas J.,"West Sacramento, CA",19,7,0,3/1/2015,6,https://www.yelp.com/user_details?userid=5weHCH-gb5ULsIHqdpRI4w,5,2,0,0,0
Bobby J.,"Antelope, CA",1,15,0,5/1/2011,23,https://www.yelp.com/user_details?userid=KDvlABvgJgklQUBoZiE3HQ,9,1,2,2,1
Steve T.,"Elk Grove, CA",1,33,0,8/1/2009,83,https://www.yelp.com/user_details?userid=scrsWxG5KUq5XDqlKOSZ5Q,19,4,1,3,6
Jessamine J.,"Sacramento, CA",592,118,1,8/1/2012,320,https://www.yelp.com/user_details?userid=-7nbekiMCu5sTMFZh2bwbw,54,44,13,4,3
Brittney M.,"Reno, NV",51,1,0,10/1/2016,1,https://www.yelp.com/user_details?userid=k3WeIOxRFa6wflCpv-gZsw,0,0,0,0,0
Mnmy Y.,"Elk Grove, CA",1,26,0,10/1/2012,35,https://www.yelp.com/user_details?userid=Z-DAsaKNOHPCBUdCH4TppQ,20,0,1,1,4
Sarah A.,"Sacramento, CA",1,4,0,2/1/2015,10,https://www.yelp.com/user_details?userid=_J8JLToRMKxAr8RbfALXSA,4,0,0,0,0
Joel T.,"Sacramento, CA",56,13,0,12/1/2012,29,https://www.yelp.com/user_details?userid=BOnaUlnPC30JrmG_J2L5Nw,6,1,1,1,4
Domo S.,"Daly City, CA",12,40,0,9/1/2014,38,https://www.yelp.com/user_details?userid=u6zsXdzUBFIsty1CPA9dyA,25,1,3,4,7
Franco M.,"Sacramento, CA",27,25,0,8/1/2010,64,https://www.yelp.com/user_details?userid=Nm7iXk2MtynlZtQnGNbSvg,11,7,2,2,3
Tyler S.,"San Francisco, CA",14,5,0,1/1/2012,5,https://www.yelp.com/user_details?userid=uGXTBTdAolXlJ0hvdBiZGg,5,0,0,0,0
Janina G.,"Sacramento, CA",87,2,0,2/1/2015,0,https://www.yelp.com/user_details?userid=hbotkcn1uxCFb9xgp1j5sw,0,0,0,0,0
Joni L.,"Sacramento, CA",0,24,0,2/1/2014,23,https://www.yelp.com/user_details?userid=HL6SGiYM0OFj39fxnS9bVg,20,3,1,0,0
Rick H.,"Coeur d'Alene, ID",1,16,0,9/1/2014,10,https://www.yelp.com/user_details?userid=2PQJmAWe0Me_cIDg2yw3xw,8,0,4,1,3
Michael G.,"Folsom, CA",0,19,0,9/1/2014,14,https://www.yelp.com/user_details?userid=xgRwZhUKt48Ad_d51uzntQ,3,3,3,3,7
"Amey 'cheese lover, art walker, friend talker' G.","Gustine, CA",134,65,0,11/1/2009,113,https://www.yelp.com/user_details?userid=IkHtCA3SQ3VMPRtepEh9vg,28,10,5,5,17
Lauren D.,"Boston, MA",0,4,0,11/1/2011,0,https://www.yelp.com/user_details?userid=O2CT-Xa__D3OH1Qdki1X6g,4,0,0,0,0
Patrick W.,"Orangevale, CA",1,5,0,3/1/2016,0,https://www.yelp.com/user_details?userid=-C_VdOFa5AWT2JtqEclNFg,3,1,0,0,1
Mark G.,"Orange, CA",3,20,0,5/1/2010,16,https://www.yelp.com/user_details?userid=cGrkHeGv1gd1XIBg7gOCmQ,11,6,0,0,3
MJ R.,"Bakersfield, CA",5,38,0,8/1/2011,65,https://www.yelp.com/user_details?userid=_GzjsHQyD2J_uG5qnflROQ,17,17,2,0,2
Rey C.,"Palm Springs, CA",2,5,0,7/1/2015,2,https://www.yelp.com/user_details?userid=UmCAhx3NxuxjnqofcBrTlQ,1,4,0,0,0
Tianna W.,"Sacramento, CA",208,235,1,7/1/2011,601,https://www.yelp.com/user_details?userid=w8-NdfwwyL_RnskVem056w,35,94,72,22,12
Staja J.,"Sacramento, CA",172,90,1,10/1/2013,484,https://www.yelp.com/user_details?userid=juErv-HhNGEp1S3EGRA_qw,36,31,18,2,3
Dane C.,"Sacramento, CA",30,61,0,8/1/2010,139,https://www.yelp.com/user_details?userid=iS5FdfKrvQecO-JVtUoz4g,16,23,10,11,1
Tuyen L.,"Sacramento, CA",363,157,1,1/1/2011,1202,https://www.yelp.com/user_details?userid=rmyBSo-H3q_M5ol4H7FvGg,46,69,30,9,3
Shekhar K.,"Elk Grove, CA",25,7,0,7/1/2010,10,https://www.yelp.com/user_details?userid=4b-FDl4HqpJJccLy2M7ADQ,1,1,1,1,3
Carlos A.,"Roseville, CA",1,38,0,7/1/2008,107,https://www.yelp.com/user_details?userid=NH_HQHB58JN7JpzYw_WyTA,6,15,7,4,6
wesley r.,"Sacramento, CA",0,37,0,9/1/2009,58,https://www.yelp.com/user_details?userid=ifGkT-N5JL3LfEGvvTh6Jg,12,4,6,9,6
Robin Kitchen Nibbler" T.","Sacramento, CA",23,97,0,7/1/2007,342,https://www.yelp.com/user_details?userid=fTi71fR-imq2OFnpcz1JWA,23,42,19,10,3
Alejandro B.,"Palo Alto, CA",32,17,0,8/1/2010,88,https://www.yelp.com/user_details?userid=15jsLgbi-kpGURL1Ro9V5Q,8,5,2,2,0
Chelsea H.,"Ione, CA",117,115,1,7/1/2015,71,https://www.yelp.com/user_details?userid=7iBXdN0QaqxPhO8zNFzuKQ,40,57,11,5,2
Linda L.,"Fair Oaks, CA",1,18,0,3/1/2010,49,https://www.yelp.com/user_details?userid=PZKD6Fah14NpCY-XMeqm-w,11,2,1,2,2
Andrew C.,"Berkeley, CA",3,97,0,1/1/2011,111,https://www.yelp.com/user_details?userid=jULiQf32GOzS096DKF-dpg,63,5,9,15,5
Leon C.,"Carmichael, CA",0,9,0,7/1/2015,8,https://www.yelp.com/user_details?userid=lbvhJZfYarICZof9HJPJFA,7,0,0,1,1
Megan I.,"La Jolla Shores, San Diego, CA",1,20,0,6/1/2013,14,https://www.yelp.com/user_details?userid=O8AORcaJ_g7fig_yE2zLEw,8,9,1,2,0
Oprah W.,"Sacramento, CA",0,1,0,4/1/2011,0,https://www.yelp.com/user_details?userid=ePDvRy0zgBhbGsv2FDz-yw,0,0,0,0,0
Catherine B.,"Sacramento, CA",146,45,0,8/1/2010,66,https://www.yelp.com/user_details?userid=zyE4ssciSK4AlKZMTDE-0w,22,13,6,3,1
Warren M.,"Citrus Heights, CA",17,58,0,10/1/2011,60,https://www.yelp.com/user_details?userid=xsG194fWhST75gfuQ56gww,34,9,5,6,4
Kim K.,"Antelope, CA",8,10,0,6/1/2011,13,https://www.yelp.com/user_details?userid=9rLSZCfZxwXGDRUy4ozLGw,4,1,1,3,1
Cocoa B.,"Sacramento, CA",9,34,0,10/1/2010,136,https://www.yelp.com/user_details?userid=j1CNmDRnJkLSdcOs61ilpQ,14,8,4,4,4
Christie A.,"Sacramento, CA",0,15,0,2/1/2011,6,https://www.yelp.com/user_details?userid=9Zh8_hqi94buYWFvct4a6Q,1,7,5,1,1
Tracy T-me" E.","Elk Grove, CA",0,22,0,5/1/2013,58,https://www.yelp.com/user_details?userid=EEVKU8XecEWn9WIueiB3Lw,18,1,2,1,0
Ben D.,"Sacramento, CA",0,18,0,8/1/2015,29,https://www.yelp.com/user_details?userid=HiAR1x1A0YQvGIGJCykVCw,6,2,1,4,5
Daisy P.,"San Diego, CA",102,1,0,4/1/2016,1,https://www.yelp.com/user_details?userid=eUBH6kQOxdwYqTQwe5CoMg,0,0,0,0,0
Nellie Surprised Mommy" G.","Sacramento, CA",4,15,0,7/1/2013,3,https://www.yelp.com/user_details?userid=VJRDNlhlIAE10jddv0OEFg,10,4,0,1,0
Lynn N.,"Elk Grove, CA",309,224,1,2/1/2009,681,https://www.yelp.com/user_details?userid=S1w17ZVbzh0B2R5cSuPiAg,72,87,49,9,7
Heather L.,"Sacramento, CA",2,18,0,8/1/2009,26,https://www.yelp.com/user_details?userid=rfAiMlTSFfMLh0yxCsV8mg,11,3,0,2,2
Maricel S.,"Sacramento, CA",458,163,1,7/1/2008,3106,https://www.yelp.com/user_details?userid=zRH0dtz9PdEVLZzaq-8mNg,21,71,46,15,10
Westsac N.,"West Sacramento, CA",1,4,0,5/1/2013,2,https://www.yelp.com/user_details?userid=ol-6231AJef7l80rM-MaRQ,2,0,1,0,1
Travis M.,"Modesto, CA",0,5,0,4/1/2013,4,https://www.yelp.com/user_details?userid=CjTZJ6c9DUIYSQClb1OT7Q,1,1,0,0,3
Korlany C.,"Dublin, CA",110,35,0,4/1/2012,63,https://www.yelp.com/user_details?userid=krqyXNOv-rARPkPxRpEdKA,6,16,3,7,3
Jolanne Jammin' Jo" T.","Sacramento, CA",0,18,0,11/1/2011,47,https://www.yelp.com/user_details?userid=8aqJSeQAWhZ-RLfmfypjQw,6,3,0,6,3
Priti N.,"Oakland, CA",51,8,0,2/1/2017,13,https://www.yelp.com/user_details?userid=KqgoHOLVVEfrzTHFhu8OPQ,7,1,0,0,0
Paul looking for a cat park" C.","Sacramento, CA",848,628,1,12/1/2007,6897,https://www.yelp.com/user_details?userid=uwdOxzIvhpWJV7SzMyVO1A,283,229,54,31,31
Edd D.,"Los Angeles, CA",0,33,0,9/1/2016,31,https://www.yelp.com/user_details?userid=1Eg2PnPraroz2-zA1-WfNA,6,16,8,1,2
Jessica K.,"Riverside, CA",81,29,0,1/1/2011,45,https://www.yelp.com/user_details?userid=ss2EXjNg8kd2Q6URtRhIjQ,3,18,6,2,0
Lexy P.,"Sacramento, CA",69,37,0,8/1/2016,49,https://www.yelp.com/user_details?userid=0BuyEcEwmTfbuoTq4jKFbQ,18,0,2,2,15
Mareum Marry" S.","Cameron Park, CA",0,84,0,2/1/2014,115,https://www.yelp.com/user_details?userid=6wewhSVi-MPFcoma753_UA,39,20,11,2,12
Brandon TheLEWBricant" L.","Elk Grove, CA",67,395,1,11/1/2010,2655,https://www.yelp.com/user_details?userid=BIccxDBqZOKw_9aYb-9VaQ,80,173,100,30,12
Larry B.,"Arden-Arcade, Sacramento, CA",4,3,0,9/1/2012,0,https://www.yelp.com/user_details?userid=2xpshyebubwjGnVamifOjg,0,0,0,0,0
Shakira luvshakra" A.","Oakland, CA",1,5,0,10/1/2010,3,https://www.yelp.com/user_details?userid=T_t2-65DbGkHVnbscRLJyA,5,0,0,0,0
James V.,"Elk Grove, CA",0,12,0,1/1/2012,5,https://www.yelp.com/user_details?userid=D0MdBYePPd4uLMSneEg5Cw,8,2,0,1,1
Jesse G.,"Madera, CA",38,73,0,7/1/2015,49,https://www.yelp.com/user_details?userid=8K2WiR0fK11hKL-kgEa_1Q,20,19,6,19,9
Kevin Y.,"Sacramento, CA",0,17,0,8/1/2018,2,https://www.yelp.com/user_details?userid=_EpDyWcNj8-fIuozq5OU7Q,5,7,4,1,0
Kathleen R.,"Sacramento, CA",91,4,0,3/1/2012,1,https://www.yelp.com/user_details?userid=z3-Nc1AhjD_AVtug-nHjfg,3,0,0,0,1
Alicia Ali G" G.","Sacramento, CA",132,74,1,11/1/2010,83,https://www.yelp.com/user_details?userid=Paszjoj9JgHSZwBJKsI0nA,35,24,11,4,0
Nguyet Nugget" K.","West Sacramento, CA",128,342,1,4/1/2010,545,https://www.yelp.com/user_details?userid=sMp6NwrPyE8zjPLOdjuzqw,35,134,131,34,8
Anthony D.,"Rancho Cordova, CA",312,38,0,4/1/2010,50,https://www.yelp.com/user_details?userid=e_z74Sm9I4ts-Y96cqc-ew,21,9,2,2,4
Alka M.,"New York, NY",559,141,1,4/1/2016,241,https://www.yelp.com/user_details?userid=qrHmDAubXhxMFjAeWv-8cg,73,47,14,6,1
Shawn C.,"Sacramento, CA",0,1,0,9/1/2014,0,https://www.yelp.com/user_details?userid=b-uEdXU5zT3U4ahPiaz8Cw,0,0,0,0,0
Meme Small Leopard" L.","Sacramento, CA",19,86,0,4/1/2010,122,https://www.yelp.com/user_details?userid=H4-c-QgSdEQ16q8w6AJmYg,21,21,23,15,6
Terese K.,"Sacramento, CA",111,2,0,12/1/2016,0,https://www.yelp.com/user_details?userid=F5nAkMA9Y4BhL4xNALAsCw,0,0,0,0,0
Charles P.,"Sacramento, CA",4,13,0,7/1/2010,90,https://www.yelp.com/user_details?userid=407ZZ1LKZN8KjCt4VpqSEA,7,3,0,1,2
Dawn S.,"Oakland, CA",7,17,0,1/1/2010,39,https://www.yelp.com/user_details?userid=V7jpnZFlXR1x3ktwl128xg,5,3,4,2,3
Rick N.,"Stockton, CA",32,1,0,10/1/2017,0,https://www.yelp.com/user_details?userid=EVzQgoGgqLRC98xarobf0g,0,0,0,0,0
Bets P.,"Sacramento, CA",175,20,0,7/1/2014,24,https://www.yelp.com/user_details?userid=6LcJTebk8xE1Gaq8seVUyg,19,1,0,0,0
"Mike 'Solid Gold, Iced Out' D.","Sacramento, CA",102,172,1,2/1/2011,843,https://www.yelp.com/user_details?userid=4uoNI8S0v3JR8O-Te60JEA,70,57,21,15,9
Patricia PMA" A.","New York, NY",31,2,0,10/1/2011,0,https://www.yelp.com/user_details?userid=S2KZlk93vhta_v53Cn5lCw,0,0,0,0,0
O Mr. O" D.","Roseville, CA",62,20,0,4/1/2013,24,https://www.yelp.com/user_details?userid=eGu_07yn6kRzMXJ9MEU11w,11,2,2,4,1
Stacey H.,"Sacramento, CA",524,148,1,1/1/2009,1695,https://www.yelp.com/user_details?userid=hCIAOge9ebt0f8UL1sXCQQ,30,64,36,15,3
Minnie K.,"Sacramento, CA",0,8,0,11/1/2013,5,https://www.yelp.com/user_details?userid=wjmjXPI0bdEaGskTtoJxAg,3,0,0,1,4
Chris C.,"Elk Grove, CA",78,5,0,4/1/2016,2,https://www.yelp.com/user_details?userid=CVBOHOwXF-_fodG4lY5OpQ,5,0,0,0,0
Noelle Yogi Noelle" K.","Oakland, CA",6,10,0,5/1/2008,16,https://www.yelp.com/user_details?userid=XgrX2tc9EWlgMYxIj1R8iQ,10,0,0,0,0
Channy P.,"Sacramento, CA",83,152,1,4/1/2013,940,https://www.yelp.com/user_details?userid=Iis9I0CxgmDt3sqeo7hHLg,43,39,26,17,27
Natalie D.,"Rocklin, CA",9,21,0,5/1/2012,27,https://www.yelp.com/user_details?userid=pvrq0vXoqVQYLPavlJ-GpA,8,6,0,1,6
Kevin B.,"Vallejo, CA",115,140,1,8/1/2013,359,https://www.yelp.com/user_details?userid=cVsImU1ADzzBDQlKDidNPg,56,43,15,12,14
Mueed C.,"Sacramento, CA",54,4,0,3/1/2017,2,https://www.yelp.com/user_details?userid=2-AFcyyPGansy9RpvoHt6g,3,0,0,0,1
Arash M.,"San Diego, CA",439,11,0,6/1/2015,9,https://www.yelp.com/user_details?userid=CT11A7rGjGHFi1qRTnJ8GQ,7,0,0,0,4
Kathryn W.,"Chico, CA",4,17,0,2/1/2014,11,https://www.yelp.com/user_details?userid=WgcOOT4KvWimtW1E4CpgMg,6,5,4,2,0
Daniel A.,"Rancho Cordova, CA",83,8,0,1/1/2015,4,https://www.yelp.com/user_details?userid=iZxKHOHfuDZFLItdn_sOXQ,6,1,1,0,0
Janelle K.,"West Sacramento, CA",0,4,0,9/1/2014,1,https://www.yelp.com/user_details?userid=6qbCATM-68hKxsgQrg2kKQ,0,0,0,1,3
Chief R.,"Sacramento, CA",29,21,0,10/1/2010,16,https://www.yelp.com/user_details?userid=tfdPwHz66gLUgA8QBamB5Q,20,0,0,1,0
Hal S.,"Sacramento, CA",34,3,0,6/1/2013,1,https://www.yelp.com/user_details?userid=MkE6bCt7oNCVcxfJAyBeIw,0,0,0,0,0
Adriana L.,"Sacramento, CA",0,11,0,12/1/2013,7,https://www.yelp.com/user_details?userid=tio2EKzaXR4teklps9aEIA,1,5,5,0,0
Oel G.,"Schenectady, NY",0,73,0,8/1/2013,81,https://www.yelp.com/user_details?userid=DjV_DO0JdHjHlmXL2QFPxQ,70,0,0,0,3
Kay Picky" C.","Sacramento, CA",6,67,0,12/1/2010,109,https://www.yelp.com/user_details?userid=c9J7oGj8B6jMgaC3muNBIw,8,24,20,2,13
Peter N.,"San Jose, CA",291,96,0,6/1/2010,199,https://www.yelp.com/user_details?userid=0tNcurgiKIwR2pc2F0MKBQ,13,48,30,5,0
Jennifer S.,"Galt, CA",13,2,0,5/1/2016,0,https://www.yelp.com/user_details?userid=yql6kfPEcYWKPPoTUBnPoA,0,0,0,0,0
Jason W.,"Pittsburg, CA",1,11,0,1/1/2015,2,https://www.yelp.com/user_details?userid=cPjcr98HIbCDi7XxacXpaQ,8,0,0,1,2
Jamie Slice" S.","Sacramento, CA",166,84,1,8/1/2014,811,https://www.yelp.com/user_details?userid=85lFIofoE39PqVwBCRXFQQ,13,39,19,10,3
Tricia Tricialicious" M.","Roseville, CA",278,213,1,6/1/2011,1211,https://www.yelp.com/user_details?userid=cwrpvgrXmNNBYOPm4zQCBA,76,64,46,18,9
Lindsey B.,"Carmichael, CA",3,4,0,10/1/2012,3,https://www.yelp.com/user_details?userid=5P8bDL0-pe-xdtgsAd0kWg,3,1,0,0,0
Lee cinnamon in my coffee" F.","Encino, CA",254,506,1,1/1/2011,1180,https://www.yelp.com/user_details?userid=kO2S7inf7iyWGWthA3iacQ,116,241,110,34,5
Kelly Kellikins" G.","Sacramento, CA",215,128,1,6/1/2009,319,https://www.yelp.com/user_details?userid=96u4ankZpN72cbGIIyXZRQ,36,25,25,31,11
Dorothy C.,"Vancouver, Canada",0,1,0,5/1/2011,0,https://www.yelp.com/user_details?userid=o_927nE3M-lM16XjGyEQOg,0,0,0,0,0
Missa A.,"West Hollywood, CA",124,20,0,7/1/2017,2,https://www.yelp.com/user_details?userid=WnJvH2ruYsMYP89r-qZfmA,16,0,2,1,1
Ashley W.,"Austin, TX",116,9,0,4/1/2014,8,https://www.yelp.com/user_details?userid=xavk_M8DNRbH-nt6NxfgiA,5,0,0,0,4
Mikaela B.,"Chico, CA",171,13,0,7/1/2016,7,https://www.yelp.com/user_details?userid=KXAMTDVCBXGHV5WReHOuAQ,12,0,0,1,0
Violeta G.,"Sonoma, CA",2,47,0,2/1/2011,98,https://www.yelp.com/user_details?userid=08Hw6T7SDn9MwrSA-DrqWw,10,6,9,13,9
Nchaiv P.,"Marysville, CA",28,2,0,7/1/2017,4,https://www.yelp.com/user_details?userid=hSpitv4OvvBIMPTdgG-fNQ,0,0,0,0,0
Shawn irishgirrrl" D.","Sacramento, CA",361,26,0,6/1/2011,143,https://www.yelp.com/user_details?userid=HfDeC7vAPH8Dw1TYnMKJQw,12,5,1,1,7
Yolanda G.,"Elk Grove, CA",0,24,0,8/1/2013,13,https://www.yelp.com/user_details?userid=ZV9hjxlXovfHsdjCXb4SaQ,3,8,3,8,2
Michael Y.,"Folsom, CA",28,40,0,2/1/2012,32,https://www.yelp.com/user_details?userid=M3rayE6n1PnpJj_h6B4BKg,36,4,0,0,0
Naomi G.,"Citrus Heights, CA",197,3,0,12/1/2015,3,https://www.yelp.com/user_details?userid=a0ByIRB9g0XR7djlCPKF3Q,0,0,0,0,0
Elza D.,"Sacramento, CA",11,9,0,4/1/2011,7,https://www.yelp.com/user_details?userid=6lMPkMgU7n1vG32fzoKh7A,7,0,0,0,2
Lynn Rinnbot" H.","Sacramento, CA",190,452,1,2/1/2010,6629,https://www.yelp.com/user_details?userid=Rwv2Aq3UzXi64u62U_F4Cg,152,179,71,36,14
Cindy Noodle Queen" H.","Elk Grove, CA",43,165,1,10/1/2013,357,https://www.yelp.com/user_details?userid=WwhMBjrtxbwLCdZCZPx8rA,79,62,20,2,2
Billy C.,"Shingle Springs, CA",67,6,0,7/1/2015,5,https://www.yelp.com/user_details?userid=4XUhHmcssg0DuGRVFtIA3A,5,1,0,0,0
Aimee D.,"Sacramento, CA",32,2,0,12/1/2010,4,https://www.yelp.com/user_details?userid=ktpZd81RWLCLw0_oz41how,0,0,0,0,0
Karen I'm hungry" F.","Sacramento, CA",29,129,0,10/1/2010,360,https://www.yelp.com/user_details?userid=of0sXo1IchabrOuVjZdQvQ,22,34,31,26,16
Kahlil G.,"Carmichael, CA",0,13,0,7/1/2014,3,https://www.yelp.com/user_details?userid=5XOytKTnOxqEvpFwCh4Tlw,3,5,0,2,3
Michael J.,"Sacramento, CA",63,8,0,12/1/2012,12,https://www.yelp.com/user_details?userid=ZubuMMbYfCRy9glJAYYalQ,6,0,0,0,2
Alan H.,"Lincoln, CA",15,19,0,12/1/2011,72,https://www.yelp.com/user_details?userid=ZJt_4vp4HVIXShbfnaykFA,6,2,6,1,4
Jenny J.,"Sacramento, CA",1,1,0,9/1/2011,1,https://www.yelp.com/user_details?userid=Fana_MSbApYwYzoG8uy55g,0,0,0,0,0
Allyssa P.,"Elk Grove, CA",205,187,1,2/1/2014,345,https://www.yelp.com/user_details?userid=vW0XcFOaXI8tBc86r7rBiw,27,42,63,31,24
Laura M.,"Sacramento, CA",0,4,0,2/1/2014,2,https://www.yelp.com/user_details?userid=bU5PoUfnBbb7Eoc1k5C1_Q,4,0,0,0,0
Fay S.,"Sacramento, CA",67,16,0,7/1/2011,32,https://www.yelp.com/user_details?userid=227AeMoXhZ7aV_OOiM8rKA,9,6,1,0,0
Mimi D.,"Rancho Cordova, CA",2,26,0,1/1/2013,74,https://www.yelp.com/user_details?userid=S4ndbmwkcb2XbZmXADpVig,4,5,6,8,3
james w.,"Tempe, AZ",0,14,0,5/1/2011,31,https://www.yelp.com/user_details?userid=3mCVqtoAd7T3aRkZJAv9sA,3,3,2,2,4
marie g.,"Fallen Leaf, CA",14,54,0,2/1/2010,35,https://www.yelp.com/user_details?userid=P_89G1__RKkmlV1yaD034g,33,10,2,0,9
Katie Katie" V.","Bethlehem, PA",0,30,0,5/1/2013,11,https://www.yelp.com/user_details?userid=7tf0YLdvcD94NkDAR74P5A,22,4,1,2,1
Andres A.,"Sacramento, CA",0,1,0,3/1/2017,0,https://www.yelp.com/user_details?userid=ID2L3ZhKCVkEvFSsjhAvcw,0,0,0,0,0
Regina N.,"Sacramento, CA",469,216,1,4/1/2012,5457,https://www.yelp.com/user_details?userid=HDm5BIdudbpRmAiOU0jOSQ,107,52,33,18,6
Joe K.,"Sacramento, CA",0,23,0,3/1/2012,30,https://www.yelp.com/user_details?userid=1VDOOucoqE0cRG8bFrO_SQ,6,5,4,7,1
Cindy C.,"San Gabriel, CA",111,32,0,6/1/2015,731,https://www.yelp.com/user_details?userid=r6h0D-Sh-vGk7ZCyRiaf1g,19,11,1,0,1
Brenda N.,"Fremont, CA",6,9,0,6/1/2012,12,https://www.yelp.com/user_details?userid=h_xiefDVa9UIxWN2CTtCjg,6,0,0,1,2
Trista D.,"Seattle, WA",0,14,0,5/1/2010,24,https://www.yelp.com/user_details?userid=YPc9rO25KCmsOhnE8xE7xA,12,1,0,0,1
Lupe O.,"Sacramento, CA",25,8,0,1/1/2011,27,https://www.yelp.com/user_details?userid=YtUyIzw14fYvkEa4AXw-2A,4,1,1,1,1
Koko Khaleesi" M.","Fremont, CA",339,260,1,6/1/2011,1027,https://www.yelp.com/user_details?userid=neHoI7PqbvbEB-uEwQn7Og,66,78,62,33,21
Robert I.,"Las Vegas, NV",78,41,0,3/1/2009,133,https://www.yelp.com/user_details?userid=iX-t7TyTWOBMKr7hYwXdew,7,15,9,3,7
Jeff B.,"San Leandro, CA",42,47,0,1/1/2013,31,https://www.yelp.com/user_details?userid=U1s3KE-709JBygSTOh1sPg,23,9,1,3,11
Amanda Commanduh" Y.","Little Rock, AR",5,97,0,11/1/2009,204,https://www.yelp.com/user_details?userid=fwG71O-eZVXRS9OUOpL_UA,44,25,8,10,10
Chris K.,"West Sacramento, CA",63,161,1,7/1/2011,393,https://www.yelp.com/user_details?userid=wjg-f8wU8TJrTAVjOM28cw,67,66,25,3,0
Corrine L.,"Sacramento, CA",60,66,1,1/1/2008,240,https://www.yelp.com/user_details?userid=O_phUgoS_HrNPPmo8lNC9Q,26,24,11,3,2
Ann R.,"Reno, NV",25,47,1,8/1/2012,174,https://www.yelp.com/user_details?userid=i9A1Tr-Y-Js4Atmx6i3YUw,10,21,8,5,3
Scott M.,"Austin, TX",45,145,1,11/1/2008,485,https://www.yelp.com/user_details?userid=d6hmO-nNdtFoNDBaBK2r4w,36,42,24,28,15
Mel L.,"San Francisco, CA",108,163,1,7/1/2007,230,https://www.yelp.com/user_details?userid=lKIy9pe_fZnT8Ue0Pjq5rQ,53,56,25,17,12
River S.,"Sacramento, CA",6,12,0,4/1/2012,65,https://www.yelp.com/user_details?userid=rfmMU022w-55yFPNP5UaNQ,4,2,0,1,5
Cherry B.,"Central Sacramento, Sacramento, CA",37,1,0,7/1/2017,0,https://www.yelp.com/user_details?userid=ZsJbauzeGlO3ibwZNtIVIg,0,0,0,0,0
Michelangelo YelperRogue1" S.","Sacramento, CA",3963,2563,1,7/1/2010,138014,https://www.yelp.com/user_details?userid=3mNz5nQFTIBQm0oU5mBR0w,1563,608,259,96,37
Jessica V.,"Sacramento, CA",0,11,0,10/1/2014,34,https://www.yelp.com/user_details?userid=KELhAgSgSaAkDeqdAU3eLw,2,1,1,1,6
Kristen D.,"Sacramento, CA",115,1,0,1/1/2014,0,https://www.yelp.com/user_details?userid=8lFrkxsvuJJ1AIiVtv0GIA,0,0,0,0,0
Craig M.,"Sacramento, CA",76,45,0,9/1/2011,65,https://www.yelp.com/user_details?userid=xJ5VEHOaewJD9yNONyEZ2A,29,11,2,1,2
Julie T.,"Sacramento, CA",3,91,0,10/1/2012,113,https://www.yelp.com/user_details?userid=mpiWbB2cA3IRQD98ZoipIA,37,25,14,5,10
T S.,"Ladera Ranch, CA",3,63,0,3/1/2011,46,https://www.yelp.com/user_details?userid=AGObmV66Wi_gq8Ep3XNuFQ,19,24,12,2,6
Andria C.,"Elk Grove, CA",3,83,1,7/1/2016,59,https://www.yelp.com/user_details?userid=5mhl7hfe5uCTJB1DIiigLQ,29,36,12,4,2
Mike G.,"Sacramento, CA",199,300,0,3/1/2010,708,https://www.yelp.com/user_details?userid=7ufSjDii5NNopQs-sL-p-A,185,50,25,21,19
Christopher O.,"Sacramento, CA",89,8,0,9/1/2014,30,https://www.yelp.com/user_details?userid=jb6FdIpJCOBFo9XI8XIfzA,5,1,1,1,0
