user_name,user_location,user_friend_count,user_review_count,user_elite,user_yelp_age,user_review_votes,user_url,user_5star,user_4star,user_3star,user_2star,user_1star
Nick V.,"West Sacramento, CA",19,11,0,5/1/2014,4,https://www.yelp.com/user_details?userid=qQD4K2LsPeId39FpsEGT6A,1,6,3,1,0
Jamie A.,"San Francisco, CA",282,1,0,11/1/2017,0,https://www.yelp.com/user_details?userid=KqPuLbFi2y6xAW8ypgr6DQ,0,0,0,0,0
Denise Neister" S.","Sacramento, CA",336,140,0,7/1/2010,834,https://www.yelp.com/user_details?userid=PficybxOMu_4ekvyvoFIyg,95,23,9,7,6
Jenica Sanders Review" C.","San Francisco, CA",30,54,0,9/1/2009,31,https://www.yelp.com/user_details?userid=3o3Qcr1Bf2M3s9wyny0COA,24,15,8,2,5
Crystal H.,"Sacramento, CA",0,5,0,5/1/2016,7,https://www.yelp.com/user_details?userid=1ABGPShADtGL1ZetxePVbw,4,0,0,1,0
Christina P.,"Sacramento, CA",0,1,0,6/1/2016,0,https://www.yelp.com/user_details?userid=F0bbkd5cc-VVYXxO3S03JQ,0,0,0,0,0
Marc W.,"Roseville, CA",79,8,0,6/1/2016,3,https://www.yelp.com/user_details?userid=X3RAKvl6yPbm1EHhK4UWgw,6,0,0,0,2
Camilla F.,"San Jose, CA",0,8,0,9/1/2015,7,https://www.yelp.com/user_details?userid=txQs7PVYTHx9HlFq8E-vTA,7,0,0,1,0
Greg N.,"Granite Bay, CA",0,1,0,2/1/2011,1,https://www.yelp.com/user_details?userid=8cvmaekdrj9upoZM3_qPmA,0,0,0,0,0
J Special" W.","San Francisco, CA",0,217,0,4/1/2009,169,https://www.yelp.com/user_details?userid=U6uj33zxsDKzN-Y_97S0OQ,23,34,71,45,44
Darius L.,"Sacramento, CA",0,32,0,4/1/2014,55,https://www.yelp.com/user_details?userid=Sal1p68qpTKkyd4Si8OH6g,21,8,2,0,1
Crys B.,"Lodi, CA",352,12,0,10/1/2012,30,https://www.yelp.com/user_details?userid=8hGLBPNprEq9aVRkiMVQ5A,8,1,2,0,1
Mila P.,"Carmichael, CA",0,15,0,4/1/2015,17,https://www.yelp.com/user_details?userid=wUvDv0qJs_JMuuFgjqjj0A,14,0,0,0,1
Lisa D.,"Sacramento, CA",0,23,0,3/1/2014,33,https://www.yelp.com/user_details?userid=nSV8JGkUNlEWdrOH0YyOew,12,3,1,1,6
Brian F.,"Carmichael, CA",7,13,0,12/1/2010,13,https://www.yelp.com/user_details?userid=bOcC9kQ5PiYgAt_Ou0zqGw,7,2,2,0,2
Steve Cenobite" A.","Rogue River, OR",116,247,1,1/1/2011,1228,https://www.yelp.com/user_details?userid=tvbL0dFeJEJp1Ueoyh5D4A,61,61,48,24,53
Randi K.,"Sacramento, CA",0,12,0,4/1/2010,10,https://www.yelp.com/user_details?userid=o0d6XWDDRY1r608sKolySA,2,7,0,0,3
Kamalani M.,"Galt, CA",187,26,0,1/1/2012,29,https://www.yelp.com/user_details?userid=A5h2PHATnJyD6ABICxcasg,19,3,0,2,2
Alexa R.,"Folsom, CA",132,2,0,11/1/2015,1,https://www.yelp.com/user_details?userid=Wcs0YUssWT7tGKZl6zRiKQ,0,0,0,0,0
Heather A.,"Rocklin, CA",2,47,0,7/1/2009,105,https://www.yelp.com/user_details?userid=DIgOd2rdwwaZ0gp7n7vyXg,18,0,3,3,23
C. Z.,"San Francisco, CA",56,178,0,5/1/2007,348,https://www.yelp.com/user_details?userid=QyNDZpxVN07mY3UAxGLoZw,70,65,31,9,3
Andrew P.,"Carmichael, CA",6,37,0,3/1/2013,57,https://www.yelp.com/user_details?userid=NmxX6-8VrAIUsZuERF9u8w,23,5,1,2,6
Tung T.,"Sacramento, CA",176,11,0,11/1/2013,18,https://www.yelp.com/user_details?userid=iC26L30zD29sZ-oe56W1Mw,7,0,1,0,3
Mary N.,"Sacramento, CA",49,204,1,8/1/2011,296,https://www.yelp.com/user_details?userid=NCaso2qMEL_RsvUJKBNlow,44,59,38,30,33
Ben R.,"West Sacramento, CA",0,5,0,6/1/2016,1,https://www.yelp.com/user_details?userid=md-ZKMDeVotcTT9qPMkSMg,1,0,0,2,2
Jessica S.,"Sacramento, CA",0,37,0,6/1/2013,23,https://www.yelp.com/user_details?userid=Wsk4dCJ7X-vr2f0x5fsMxA,15,14,6,2,0
Amy NonChron" R.","Eden Prairie, MN",90,326,1,8/1/2006,520,https://www.yelp.com/user_details?userid=0uFOd4G3bATeyp5AsDBvzw,41,199,61,20,5
Mary Y.,"Sacramento, CA",1,15,0,10/1/2009,29,https://www.yelp.com/user_details?userid=eI5I4lNI6uWTSOvUFytnaQ,3,0,0,3,9
A C.,"Natomas, Sacramento, CA",0,1,0,3/1/2013,0,https://www.yelp.com/user_details?userid=WGYjdAmN0SXcQbw2Q1iWbg,0,0,0,0,0
Jon Da Feng" W.","San Francisco, CA",4,64,0,12/1/2006,162,https://www.yelp.com/user_details?userid=0ON15d99EMgHaewBwvPipg,23,10,3,14,14
Sue V.,"Sacramento, CA",31,272,1,12/1/2010,688,https://www.yelp.com/user_details?userid=HxowYMzG-LVo6X0XhhLzXA,41,125,84,15,7
Lizette R.,"Davis, CA",186,106,1,11/1/2012,326,https://www.yelp.com/user_details?userid=7GVcxbhW2GAiSydbXT20Zg,57,26,11,7,5
Sarah F.,"Elk Grove, CA",0,22,0,6/1/2012,55,https://www.yelp.com/user_details?userid=Z1dKt4BjtTTNzCLuCCnnmw,9,3,1,3,6
Kyman J.,"Sacramento, CA",99,8,0,12/1/2008,25,https://www.yelp.com/user_details?userid=vIaWJLoggbuCjn9CAlZhlg,4,1,2,0,1
Jordan L.,"Novato, CA",4,18,0,3/1/2013,31,https://www.yelp.com/user_details?userid=nkeBzshrXUZHl6zqqaDxMA,16,2,0,0,0
Jesse L.,"Sacramento, CA",76,10,0,5/1/2011,8,https://www.yelp.com/user_details?userid=94mbnnu4nJOCaIKHLHDWFQ,5,3,0,1,1
Eva C.,"Tiburon, CA",49,221,1,12/1/2008,343,https://www.yelp.com/user_details?userid=au7P12fiNHtH--xONb6KKw,53,75,66,20,7
Jessica B.,"San Leandro, CA",70,243,1,5/1/2012,527,https://www.yelp.com/user_details?userid=D_xYNiL2c1G-gVzRmKY5yw,24,139,55,18,7
Natalie A.,"Timsbury, United Kingdom",1,2,0,9/1/2015,0,https://www.yelp.com/user_details?userid=sr2UoN1uuRKms4LTGIjQFw,0,0,0,0,0
Menisha H.,"Roseville, CA",0,2,0,1/1/2013,12,https://www.yelp.com/user_details?userid=AeSENcpaI5bP2v7KTrY65g,0,0,0,0,0
Yvonne Fire Boots" C.","San Diego, CA",1278,444,1,6/1/2008,6422,https://www.yelp.com/user_details?userid=H-sG9k0Xpv-rxQmJHpaxTg,127,179,80,35,23
Brett Hapaguy" C.","El Dorado Hills, CA",173,73,0,8/1/2011,179,https://www.yelp.com/user_details?userid=PLbfFR7m2Lh4bD2sBbcTQg,29,17,9,7,11
V F.,"Sacramento, CA",81,4,0,6/1/2014,3,https://www.yelp.com/user_details?userid=dG6DUjKuhVZV8MzACZXDkw,2,1,0,0,1
Jennifer C.,"Davis, CA",72,160,1,4/1/2012,210,https://www.yelp.com/user_details?userid=TG_gLW1vjfYu6MUI9Fse-g,53,74,23,8,2
Allison L.,"Sacramento, CA",1,40,0,5/1/2012,44,https://www.yelp.com/user_details?userid=Otpoo6AtGLMVUFAPccA9FA,19,14,3,2,2
JOHN B.,"Bakersfield, CA",1,19,0,2/1/2010,23,https://www.yelp.com/user_details?userid=OqRT60cwH2mhCZJRYYvFJQ,11,5,0,0,3
Shelly P.,"La Crosse, WI",0,23,0,1/1/2013,48,https://www.yelp.com/user_details?userid=-Gcww1Sdzz_OakL85b9KDA,8,6,0,0,9
Chaquitta H.,"Sacramento, CA",98,3,0,9/1/2014,1,https://www.yelp.com/user_details?userid=W8FxggB5U4CMTfPY4_qJIA,0,0,0,0,0
Jennifer P.,"Elk Grove, CA",1,119,0,5/1/2008,272,https://www.yelp.com/user_details?userid=u8OmlZWNASgtsCq1_kxmmg,29,23,18,23,26
Ron Are-Jay" B.","Stockton, CA",29,54,0,7/1/2010,109,https://www.yelp.com/user_details?userid=Apa_KFPODPzPFQUdITi8_A,19,18,7,5,5
Scott S.,"Sacramento, CA",15,92,1,2/1/2011,89,https://www.yelp.com/user_details?userid=3HXj_4vfRA_PDAUMt35mmQ,22,52,13,3,2
Kris F.,"Sacramento, CA",76,1,0,4/1/2013,2,https://www.yelp.com/user_details?userid=57qcEHb81Y9EiaIWn1n52g,0,0,0,0,0
Maria R.,"Sacramento, CA",88,3,0,10/1/2015,0,https://www.yelp.com/user_details?userid=CMRBZf56x5kwMYrMkAXkuQ,0,0,0,0,0
Marie C.,"Sacramento, CA",0,14,0,1/1/2014,9,https://www.yelp.com/user_details?userid=AZr9wUOYTQgJPWDjwdiGnA,7,0,0,0,7
Carlos M.,"Los Angeles, CA",97,3,0,5/1/2013,0,https://www.yelp.com/user_details?userid=ngCxagMIEpUaCiuD2eYzUw,0,0,0,0,0
Steve R.,"Midtown, Sacramento, CA",101,1,0,4/1/2012,0,https://www.yelp.com/user_details?userid=tItejIcz71064cgGgIVuDQ,0,0,0,0,0
D T.,"Portland, OR",26,24,0,1/1/2011,37,https://www.yelp.com/user_details?userid=F84-V-hETVTxeMRkIza4mg,5,13,3,2,1
Valerie P.,"Gilroy, CA",0,13,0,9/1/2015,1,https://www.yelp.com/user_details?userid=VwDIe9rUoUNYJLroxD_zdQ,6,1,2,1,3
D B.,"Sacramento, CA",0,34,0,10/1/2012,55,https://www.yelp.com/user_details?userid=ZzNXTXfJmMYrYLQvboRL6g,18,3,4,3,6
Katie E.,"Carmichael, CA",27,11,0,5/1/2016,0,https://www.yelp.com/user_details?userid=eGNuVnLiUDRsHssMKixoLQ,4,3,1,2,1
Bennett L.,"Sacramento, CA",0,4,0,1/1/2016,1,https://www.yelp.com/user_details?userid=Qhw-H0TXKpCzpW3a5q-luw,4,0,0,0,0
Tracy J.,"Davis, CA",4,15,0,6/1/2010,26,https://www.yelp.com/user_details?userid=DoNqUaOyNiqEYvzJpao5gA,8,1,0,0,6
Breanna Breezy" P.","Sacramento, CA",469,122,1,5/1/2015,1272,https://www.yelp.com/user_details?userid=Qq58HodUWJhem4rkHVcZAQ,47,41,22,8,4
Francis Too Many F's" F.","San Francisco, CA",67,13,0,7/1/2011,70,https://www.yelp.com/user_details?userid=AfdniEvmymAPjcgQedZT5w,2,1,1,3,6
Ben H L.,"San Jose, CA",308,1630,1,10/1/2007,4554,https://www.yelp.com/user_details?userid=V5Th21KjUiYLJQyV-vGtpg,126,835,580,80,9
Tony Jumper like Jordan" J.","Fremont, CA",503,268,1,1/1/2014,1995,https://www.yelp.com/user_details?userid=hHbgEMR2Tg-5dLiVQBQO1A,97,81,66,19,5
Michelle L.,"Sacramento, CA",874,762,1,3/1/2011,8521,https://www.yelp.com/user_details?userid=JggphOM7FIbvUyPcsfcNTw,172,377,175,35,3
Mike R.,"Sacramento, CA",80,11,0,7/1/2014,18,https://www.yelp.com/user_details?userid=GBGIFFOd7u2IUsfpV6uaFw,5,5,0,1,0
Jonathan H.,"El Dorado, CA",0,28,0,10/1/2009,37,https://www.yelp.com/user_details?userid=PmEqR0erqmRNez2Lbx5UYA,12,8,4,3,1
J T.,"Rancho Cordova, CA",71,73,0,6/1/2011,57,https://www.yelp.com/user_details?userid=8GrR8ZAh_z1cZDBuhA3Zfw,6,22,33,12,0
Shane W.,"Roseville, CA",0,3,0,8/1/2013,0,https://www.yelp.com/user_details?userid=-Wcug4-Ifdq_jhPA_A6txw,0,0,0,0,0
Lita mik&g mom" M.","Elk Grove, CA",1,2,0,4/1/2012,6,https://www.yelp.com/user_details?userid=pDAnRgg7pECkHBuWGF9-7g,0,0,0,0,0
Nick Bradley" G.","Sacramento, CA",4,13,0,3/1/2010,16,https://www.yelp.com/user_details?userid=J73Y51kaP08O6S_TfSoqyQ,7,0,1,2,3
Yaya G.,"Merced, CA",0,54,0,5/1/2016,15,https://www.yelp.com/user_details?userid=tHmU6aWjASBmJuCd971eFg,14,21,9,4,6
Evan B.,"Atascadero, CA",6,24,0,3/1/2007,20,https://www.yelp.com/user_details?userid=0CjubSsmASooeiBYuh9hoQ,10,6,2,1,5
Bernadette C.,"Grand Terrace, CA",0,30,0,3/1/2012,38,https://www.yelp.com/user_details?userid=vbpOz0OweGaHm-KlFwFw1Q,18,1,0,3,8
Tiffany V.,"Ventura, CA",5,16,0,9/1/2013,33,https://www.yelp.com/user_details?userid=elQv0rJO39RFLNTAyWGfYQ,12,0,0,1,3
Trevor TeeMonster" G.","Sacramento, CA",2,2,0,8/1/2014,1,https://www.yelp.com/user_details?userid=2xGBctzx507W7cewv0zW1g,0,0,0,0,0
Imani R.,"Stockton, CA",394,34,0,12/1/2010,48,https://www.yelp.com/user_details?userid=M5fnEQmEbTWXsRx8y5xj2g,21,3,2,2,6
Amanda H.,"Central LA, Los Angeles, CA",122,154,1,3/1/2007,884,https://www.yelp.com/user_details?userid=moRhE1fQ_vC6F13uaneirw,20,64,43,20,7
Patrick M.,"Salinas, CA",84,8,0,12/1/2014,51,https://www.yelp.com/user_details?userid=U8UUSnFLtVKjEtLLyUVAwA,2,0,2,2,2
Michael Misho" M.","San Jose, CA",120,226,1,7/1/2009,371,https://www.yelp.com/user_details?userid=DrR1T9OABJ1eTKuB2yj4pg,112,60,35,12,7
Haris T.,"Sacramento, CA",0,1,0,4/1/2012,0,https://www.yelp.com/user_details?userid=ruzViMl03gyTD9atTP2K1A,0,0,0,0,0
Tyler K.,"Sacramento, CA",0,10,0,6/1/2011,31,https://www.yelp.com/user_details?userid=Z4QoQwKKQFN1M6i0OBTvWw,5,2,0,2,1
Alexia M.,"Manteca, CA",0,3,0,7/1/2017,1,https://www.yelp.com/user_details?userid=EjR1DnsYEwMmiS7iF1Z9Mw,0,0,0,0,0
Mark Z.,"Sacramento, CA",0,8,0,5/1/2017,7,https://www.yelp.com/user_details?userid=rSA_wkwds95lRwOheTFq9A,4,1,0,1,2
Ben K.,"Sacramento, CA",0,2,0,7/1/2010,2,https://www.yelp.com/user_details?userid=0jxjl1g5rBi6Lua0J2ceLQ,0,0,0,0,0
Risha S.,"El Dorado Hills, CA",205,142,1,6/1/2009,521,https://www.yelp.com/user_details?userid=Gfu8zstVsSxOJfmkRmJf7g,21,65,22,23,11
John D.,"Carmichael, CA",0,9,0,1/1/2018,3,https://www.yelp.com/user_details?userid=LiQdDs3wserJQ1klEzcY2Q,0,1,1,0,7
Jonas C.,"Folsom, CA",83,3,0,12/1/2016,2,https://www.yelp.com/user_details?userid=sBSxtZ4mRbylqlIGkzub7w,0,0,0,0,0
Marc S.,"Carmichael, CA",0,12,0,10/1/2012,28,https://www.yelp.com/user_details?userid=kIuVU7jVRQ_N5DIN-SOmXA,6,2,1,3,0
Arun S.,"Simi Valley, CA",0,3,0,2/1/2016,12,https://www.yelp.com/user_details?userid=OX7pIvYTCq2fUDqRhbm8Ig,0,0,0,0,0
Tara M.,"Fullerton, CA",0,3,0,1/1/2015,1,https://www.yelp.com/user_details?userid=dzCCcSbSOk55xE68vjg0Eg,0,0,0,0,0
Debbie W.,"Simi Valley, CA",20,58,0,3/1/2013,60,https://www.yelp.com/user_details?userid=1PGar0d65egHuzkblpCyjg,45,8,0,0,5
Jennifer D.,"Sacramento, CA",0,6,0,5/1/2014,105,https://www.yelp.com/user_details?userid=wD03gYu1ZRBlymR7gCGVmA,3,0,0,1,2
C A.,"Penn Valley, CA",0,14,0,4/1/2009,165,https://www.yelp.com/user_details?userid=aq08yuG8mXPIShlijmkWGQ,14,0,0,0,0
Dee K.,"Elk Grove, CA",173,28,1,10/1/2013,12,https://www.yelp.com/user_details?userid=FpXXJ50i8MjD-UuJ8QQifg,15,7,2,2,2
Chris Joy G.,"Sacramento, CA",0,23,0,7/1/2012,61,https://www.yelp.com/user_details?userid=5MpX7gnNyH5TrIE9PvKHZQ,7,6,2,5,3
Weston R.,"Sacramento, CA",407,9,0,10/1/2009,8,https://www.yelp.com/user_details?userid=br6IlHpw4TpfvpoU-aKcJQ,8,0,0,0,1
Jenny M.,"Sacramento, CA",9,5,0,6/1/2014,2,https://www.yelp.com/user_details?userid=3zEtNN0-ALpu-WaxGc3ANw,2,1,0,0,2
John M.,"Koloa, HI",0,10,0,11/1/2013,3,https://www.yelp.com/user_details?userid=884ptEbDJdRfp6VmwX4Myw,1,9,0,0,0
Felix R.,"West Sacramento, CA",28,26,0,4/1/2011,34,https://www.yelp.com/user_details?userid=ZOudmufOJ-l4dg9oPF1rKA,6,5,4,9,2
Monica M.,"Sacramento, CA",14,73,1,10/1/2015,132,https://www.yelp.com/user_details?userid=7eYdEjfpO_-Fd3aZZHcjmA,37,23,4,4,5
Kat T.,"Sacramento, CA",157,145,1,4/1/2008,1111,https://www.yelp.com/user_details?userid=7BbMQUn_aosIxKFXa-p1Bg,52,50,13,16,14
Bryan R.,"Carmichael, CA",0,75,0,3/1/2012,109,https://www.yelp.com/user_details?userid=yoxtz_V_dJ4MIrkcmiLlDw,31,13,8,7,16
Ralph D.,"Sacramento, CA",266,29,0,6/1/2018,2,https://www.yelp.com/user_details?userid=jIj1rZRIOT7wlvtV5YALtw,10,16,2,1,0
Monette P.,"Vacaville, CA",69,71,0,6/1/2011,101,https://www.yelp.com/user_details?userid=ZSiydwsztUeiN6mEUFBCjg,26,16,16,6,7
Brittney W.,"Rancho Cordova, CA",18,6,0,5/1/2012,4,https://www.yelp.com/user_details?userid=8H71j4VVjJChkRTTUAV2ug,3,1,1,0,1
Jenny JenJen" H.","Elk Grove, CA",60,24,0,10/1/2007,54,https://www.yelp.com/user_details?userid=Ii0FW3U0NibL2pQSeelgAg,7,11,2,2,2
K A.,"Sacramento, CA",0,41,0,9/1/2012,165,https://www.yelp.com/user_details?userid=o7qDCChVkJ-VMykv2HNlyA,13,1,4,8,15
Sita A.,"Sacramento, CA",3,12,0,8/1/2010,19,https://www.yelp.com/user_details?userid=DswMcXfuDXhclmto7hl1BA,9,2,0,0,1
Camille B.,"Bakersfield, CA",247,307,1,9/1/2014,994,https://www.yelp.com/user_details?userid=Izigq3SiKVrU3p6bG7xgPg,128,111,38,16,14
Zack Q.,"Sacramento, CA",0,19,0,7/1/2013,10,https://www.yelp.com/user_details?userid=Mzx1JUinx62eOEmMc3lpVQ,12,2,2,1,2
patricia m.,"Grass Valley, CA",0,41,0,6/1/2007,140,https://www.yelp.com/user_details?userid=XBPxiwn5znOtCL1Cx7EFxQ,14,6,3,8,10
Jeri V.,"Sacramento, CA",7,37,0,1/1/2015,32,https://www.yelp.com/user_details?userid=3DwmAE6j7fY33PtnMl6bmQ,13,15,4,3,2
Dean G.,"Olivehurst, CA",12,8,0,3/1/2017,9,https://www.yelp.com/user_details?userid=wf5mX6fnrN1XqyMHx5bS_w,0,4,1,3,0
Areli C.,"Patterson, CA",0,10,0,4/1/2012,2,https://www.yelp.com/user_details?userid=G4tG3VPXpG2lDqrIF58Kjg,7,2,0,0,1
LY L.,"Sacramento, CA",13,176,0,12/1/2012,987,https://www.yelp.com/user_details?userid=4nQWtdU822xQH2fE0dLTUA,17,71,42,26,20
Angelica J.,"Los Angeles, CA",29,3,0,6/1/2016,4,https://www.yelp.com/user_details?userid=P_gxaMejlTb8b3OS00bEVg,0,0,0,0,0
Desmin P.,"Sacramento, CA",4,13,0,1/1/2012,13,https://www.yelp.com/user_details?userid=jOW6FLvxEce_VMzLxsMgvw,10,3,0,0,0
Spivey M.,"Sacramento, CA",51,6,0,11/1/2014,20,https://www.yelp.com/user_details?userid=FiTbjR2DU4gZJdx1ab8qaQ,2,3,0,0,1
Treezy T.,"West Sacramento, CA",0,3,0,1/1/2017,0,https://www.yelp.com/user_details?userid=Yfgabg2pKmS2mB49gvv6Aw,0,0,0,0,0
Anne G.,"Henderson, NV",411,86,0,7/1/2008,825,https://www.yelp.com/user_details?userid=75COHfu_drTAx1G9rtZnAA,31,24,17,6,8
Mike D.,"Sacramento, CA",12,6,0,3/1/2012,4,https://www.yelp.com/user_details?userid=3A2cQUtFJXd8P1g0TNFZbw,6,0,0,0,0
Samia D.,"Sacramento, CA",0,2,0,4/1/2018,2,https://www.yelp.com/user_details?userid=D0S8h3vbOBYwL7MiHmY0EA,0,0,0,0,0
John A.,"Sacramento, CA",0,7,0,10/1/2015,5,https://www.yelp.com/user_details?userid=xCO4ca6Rs8bF96aoSlbToQ,1,0,2,0,4
Glenn Chicken Lil" C.","Galt, CA",389,7,0,4/1/2010,5,https://www.yelp.com/user_details?userid=gNw561gJ3aeNm9jS-AJYUg,7,0,0,0,0
Elizabeth S.,"Sacramento, CA",0,7,0,6/1/2014,8,https://www.yelp.com/user_details?userid=hhESgsZyFwG-QnLbDVJ-4Q,3,1,1,1,1
Robert D.,"Roseburg, OR",68,6,0,9/1/2014,1,https://www.yelp.com/user_details?userid=1BrXMQQop3i2gAu3Zgqxig,4,2,0,0,0
Denise B.,"Sacramento, CA",63,17,0,8/1/2011,40,https://www.yelp.com/user_details?userid=ZXUpi4D_tMyrsVsx9tHWxQ,3,5,2,1,6
Bonny T.,"Sacramento, CA",122,64,0,8/1/2010,89,https://www.yelp.com/user_details?userid=RC9eEvn1wqDAjg6mIzKhjw,11,15,11,11,16
Ashley P.,"Sacramento, CA",15,16,0,6/1/2012,55,https://www.yelp.com/user_details?userid=aZCzGRThsrQQwT9s_N3pAQ,9,5,0,0,2
"Lia 'My name is Lia, but my friends call me... Lia.' B.","Folsom, CA",136,83,0,10/1/2014,114,https://www.yelp.com/user_details?userid=3QjB6LeNF98aOBIZjHbdkw,36,5,2,10,30
Joy Dancing Queen" B.","Union City, CA",260,51,1,8/1/2008,956,https://www.yelp.com/user_details?userid=cgieSZZ2cHb7sYUZchlgSQ,17,23,7,3,1
Gregory C.,"Modesto, CA",91,12,0,10/1/2011,41,https://www.yelp.com/user_details?userid=HjCeDbm3toNBV-bmlhtxKg,5,0,0,3,4
David FoodCritic" C.","Sacramento, CA",6,54,0,1/1/2011,59,https://www.yelp.com/user_details?userid=Y5gGKDj_UHh-iRtkqvoZWw,20,15,6,6,7
SkinnieFat Z.,"Sacramento, CA",1,16,0,4/1/2015,20,https://www.yelp.com/user_details?userid=Ia6wuenCPtJKHAHI95w81g,0,2,5,5,4
Assia K.,"Elk Grove, CA",0,6,0,10/1/2014,5,https://www.yelp.com/user_details?userid=x-n48a33QJL1MQU-vx0JAg,3,0,1,1,1
Natalie The Dancer" Q.","San Jose, CA",34,49,0,12/1/2008,59,https://www.yelp.com/user_details?userid=Q7dxUgG_rNvojoo9he1YaA,30,12,3,2,2
Dave K.,"Granite Bay, CA",59,7,0,9/1/2015,2,https://www.yelp.com/user_details?userid=PzuywweXNcwGzoyw2WCHfg,4,0,0,0,3
Adiken s.,"Sacramento, CA",104,13,0,1/1/2010,44,https://www.yelp.com/user_details?userid=h8fCwh0vNgBcUvHDBU-Pbg,9,1,0,0,3
Alonzo M.,"Lodi, CA",0,8,0,7/1/2015,1,https://www.yelp.com/user_details?userid=1X3PM2RfOandCcdBdtKiGw,7,0,0,0,1
Michael michaelmiller77" M.","Sacramento, CA",31,18,0,6/1/2009,54,https://www.yelp.com/user_details?userid=XKjhnrF3Lq66lgYvWz7S8Q,15,1,0,1,1
Matthew S.,"Sacramento, CA",68,52,1,12/1/2011,251,https://www.yelp.com/user_details?userid=9B6wEFi0WbjkqlIbRn8jOA,16,12,13,6,5
Jeridan J.,"Sacramento, CA",118,7,0,1/1/2017,7,https://www.yelp.com/user_details?userid=aEimurzqq8Tg5BO2FnwQlQ,7,0,0,0,0
Monica S.,"Kernersville, NC",0,7,0,1/1/2014,1,https://www.yelp.com/user_details?userid=HCGzNm43M_fajba5rAHRLQ,5,1,0,1,0
Nadia N.,"Elk Grove, CA",0,17,0,10/1/2014,6,https://www.yelp.com/user_details?userid=u6lLZ_BFNL8CywIJlv3oPQ,6,1,3,1,6
Myra Y.,"Elk Grove, CA",7,17,0,5/1/2014,34,https://www.yelp.com/user_details?userid=6hklKHgkfUIqnfixsnxd4w,2,4,0,2,9
Jeanette C.,"Chico, CA",0,4,0,11/1/2010,5,https://www.yelp.com/user_details?userid=_6yyoXaKiFrBy8vMt_YKtA,1,1,0,0,2
Mark M.,"San Jose, CA",65,25,0,7/1/2011,49,https://www.yelp.com/user_details?userid=6KFWEth8PNGn07ztZdSl7Q,3,4,2,11,5
Chunky Big" C.","Sacramento, CA",1,22,0,8/1/2008,27,https://www.yelp.com/user_details?userid=jqSkZocnCFAmWsxgv0BYRg,2,15,2,1,2
Tiffany M.,"Sacramento, CA",1,46,0,9/1/2012,75,https://www.yelp.com/user_details?userid=NID_JhBQWHMHqXiiyGw3FQ,16,10,9,4,7
Tata T.,"Folsom, CA",63,10,0,12/1/2011,6,https://www.yelp.com/user_details?userid=QSw9MJzCjmiaCioQIyTEvg,4,2,1,3,0
Matt B.,"Sacramento, CA",0,1,0,7/1/2014,0,https://www.yelp.com/user_details?userid=fLsc5gY4voLBwx8vcRrQpg,0,0,0,0,0
Sonja R.,"Sacramento, CA",26,16,0,9/1/2014,25,https://www.yelp.com/user_details?userid=WbBiWSa_91FGs4tH9T9ZlQ,8,2,1,1,4
Ofelia S.,"West Sacramento, CA",2,73,0,1/1/2007,74,https://www.yelp.com/user_details?userid=zJGaiwIjjecZ_7eJDFrjhw,32,3,3,6,29
Bianca B" N.","Sacramento, CA",257,114,1,3/1/2013,442,https://www.yelp.com/user_details?userid=xJCyLpJcbrmoXxrOMh1guw,42,38,19,6,9
Andrian T.,"Fair Oaks, CA",1,44,0,4/1/2013,49,https://www.yelp.com/user_details?userid=QCAXZ18njvyMVsGpMUGNoQ,6,8,7,12,11
Geno G.,"Chico, CA",173,78,0,4/1/2010,770,https://www.yelp.com/user_details?userid=kcR6eEPrXf3eVEZaAzw4Rw,36,19,13,7,3
Jen O.,"Vacaville, CA",2,46,0,7/1/2013,22,https://www.yelp.com/user_details?userid=svt1kOFvwAUfSQ21q-2YPg,18,17,8,1,2
Alliver aaaalliver" V.","San Francisco, CA",715,273,1,1/1/2013,1536,https://www.yelp.com/user_details?userid=89SDJnjtd2-LfkTYkH5TBQ,164,85,18,5,1
Ingrid P.,"Sacramento, CA",3,8,0,4/1/2011,22,https://www.yelp.com/user_details?userid=8q__BSqE99U2vv3vQJRQkw,5,2,0,0,1
Patrick Subtle Like Hammer" M.","Rancho Cucamonga, CA",235,497,1,8/1/2011,4182,https://www.yelp.com/user_details?userid=cic_UTColMGeB3umbuYX3g,66,137,150,73,71
Michael Milo" L.","San Rafael, CA",50,6,0,9/1/2015,3,https://www.yelp.com/user_details?userid=m2WNWgxUDpK2ppSwvfUn1A,5,1,0,0,0
Annette R.,"Sacramento, CA",0,19,0,12/1/2011,57,https://www.yelp.com/user_details?userid=uol8a2Iu0IyCMMi7NMcq2w,11,1,0,1,6
Fail B.,"Shingle Springs, CA",1,45,0,7/1/2011,52,https://www.yelp.com/user_details?userid=LkXIhsEDDVVLUJoXSv3tgQ,14,12,7,0,12
Reuben M.,"Sacramento, CA",22,7,0,2/1/2012,3,https://www.yelp.com/user_details?userid=gF-RZV8lyK4Naqk8R0Txcg,3,3,0,0,1
Sill D.,"Fairfield, CA",1,35,0,3/1/2009,68,https://www.yelp.com/user_details?userid=DY1NzIWfCpPN1-S0LoyTiw,4,13,10,4,4
Tim M.,"Turlock, CA",3,13,0,8/1/2011,12,https://www.yelp.com/user_details?userid=mwW-sCOW-TG_IpV3CPSHNg,7,1,2,0,3
Andrea S.,"Marina, CA",56,123,0,8/1/2010,346,https://www.yelp.com/user_details?userid=dz4XR8XF3y-P0F_DIkAE1g,49,25,16,20,13
